date,property_id,property_type,submarket,building_sf,year_built,occupancy,noi,market_rent,in_place_rent,going_in_cap,opex_ratio,walt,tenant_concentration,capex_need,property_quality,units,primary_risk,employment_density,treasury_rate,market_vacancy,transaction_cap_rate,transaction_price,noi_growth_realized,next_year_noi,next_year_cap_rate,next_year_value
2022-06-30,OC-OFFI-262,Office,Newport Beach,199169,1968,0.912,2.2711,1.752,1.691,0.0699,0.374,3.3,0.522,0.5806,0.494,,Market / Lease-up Risk,5400.0,0.04,0.13841183635782722,0.0699,32.4907,0.0416,2.3656,0.07142,33.1205
2022-06-30,OC-OFFI-266,Office,Orange,216121,1980,0.867,2.9167,2.306,2.222,0.0711,0.426,3.7,0.217,1.191,0.739,,Market / Lease-up Risk,1148.15,0.04,0.12815787131325718,0.0711,41.0225,0.02497,2.9895,0.07162,41.7415
2022-06-30,OC-OFFI-270,Office,Santa Ana,212389,1993,0.793,3.0302,2.684,2.745,0.0722,0.43,3.2,0.593,0.9301,0.754,,Market / Lease-up Risk,2296.3,0.04,0.14209962149575725,0.0722,41.9695,0.01637,3.0798,0.07177,42.9138
2022-06-30,OC-OFFI-274,Office,Costa Mesa,131291,1970,0.885,2.8188,3.346,3.223,0.0692,0.364,4.2,0.454,0.2164,0.42,,Market / Lease-up Risk,3250.0,0.04,0.14939899535281337,0.0692,40.7341,0.01368,2.8574,0.072,39.6839
2022-06-30,OC-OFFI-278,Office,Fullerton,114506,2001,0.87,1.9035,2.917,2.802,0.0711,0.443,3.7,0.203,0.2571,0.902,,Market / Lease-up Risk,1500.0,0.04,0.1422590875579074,0.0711,26.7722,0.02413,1.9494,0.07238,26.933
2022-06-30,OC-OFFI-282,Office,Anaheim,248847,1958,0.92,4.6089,2.563,2.597,0.0632,0.311,3.4,0.696,2.5523,0.297,,Market / Lease-up Risk,950.98,0.04,0.12885249215313715,0.0632,72.9256,0.00145,4.6156,0.0715,64.558
2022-06-30,OC-OFFI-286,Office,Irvine,162100,1978,0.904,3.4021,3.014,3.044,0.0668,0.345,5.0,0.167,0.6802,0.589,,Market / Lease-up Risk,1393.94,0.04,0.12648425491685508,0.0668,50.9296,0.01992,3.4699,0.07217,48.0824
2022-06-30,OC-OFFI-290,Office,Newport Beach,257634,1957,0.898,3.4933,2.044,2.103,0.071,0.352,6.3,0.098,1.3701,0.207,,Market / Lease-up Risk,5400.0,0.04,0.11502229524565401,0.071,49.2014,0.01461,3.5443,0.07195,49.264
2022-06-30,OC-OFFI-294,Office,Orange,173755,1960,0.909,3.1517,3.171,3.06,0.07,0.448,5.1,0.312,0.6686,0.26,,Market / Lease-up Risk,1148.15,0.04,0.14000684661474544,0.07,45.0243,0.02323,3.2249,0.07102,45.4086
2022-06-30,OC-OFFI-298,Office,Santa Ana,111627,1973,0.946,1.5988,2.359,2.435,0.0627,0.437,2.9,0.042,0.5355,0.492,,Market / Lease-up Risk,2296.3,0.04,0.1407575473460041,0.0627,25.4992,0.0508,1.68,0.07278,23.082
2022-06-30,OC-OFFI-30,Office,Anaheim,184653,1955,0.806,2.5644,2.597,2.535,0.0715,0.418,6.9,0.254,0.5458,0.028,,Market / Lease-up Risk,950.98,0.04,0.14216916870316063,0.0715,35.8657,0.00761,2.5839,0.0717,36.0363
2022-06-30,OC-OFFI-302,Office,Costa Mesa,93407,1955,0.946,0.9578,1.372,1.407,0.0717,0.307,2.8,0.069,0.4143,0.253,,Market / Lease-up Risk,3250.0,0.04,0.13385838868385794,0.0717,13.3584,-0.00015,0.9577,0.07141,13.4111
2022-06-30,OC-OFFI-306,Office,Fullerton,124782,1988,0.81,1.8239,2.579,2.514,0.0637,0.405,2.5,0.177,0.9957,0.679,,Market / Lease-up Risk,1500.0,0.04,0.11580440397864769,0.0637,28.6327,0.00297,1.8293,0.07256,25.2095
2022-06-30,OC-OFFI-310,Office,Anaheim,119878,1957,0.826,2.5103,3.28,3.174,0.0639,0.322,3.1,0.238,1.1571,0.252,,Market / Lease-up Risk,950.98,0.04,0.1074487575415876,0.0639,39.2848,0.01198,2.5404,0.07273,34.9279
2022-06-30,OC-OFFI-314,Office,Irvine,113205,1971,0.77,2.0754,3.347,3.344,0.063,0.376,5.5,0.635,0.4795,0.344,,Market / Lease-up Risk,1393.94,0.04,0.14053847282164605,0.063,32.9429,0.00472,2.0852,0.07201,28.9579
2022-06-30,OC-OFFI-318,Office,Newport Beach,110208,1973,0.756,1.9167,3.512,3.515,0.0642,0.443,4.5,0.049,0.5771,0.587,,Market / Lease-up Risk,5400.0,0.04,0.13669037891353306,0.0642,29.8551,0.03273,1.9794,0.07177,27.5817
2022-06-30,OC-OFFI-322,Office,Orange,196547,1963,0.86,3.9802,3.051,2.988,0.0642,0.323,3.0,0.039,0.8537,0.393,,Market / Lease-up Risk,1148.15,0.04,0.12591516526359658,0.0642,61.9969,0.02921,4.0964,0.07045,58.149
2022-06-30,OC-OFFI-326,Office,Santa Ana,239917,1968,0.943,4.977,3.356,3.249,0.0743,0.425,2.7,0.447,1.3016,0.392,,Market / Lease-up Risk,2296.3,0.04,0.12599306914269315,0.0743,66.9852,-0.00143,4.9699,0.07224,68.7968
2022-06-30,OC-OFFI-330,Office,Costa Mesa,199020,1970,0.911,2.8159,2.407,2.454,0.0687,0.434,4.9,0.334,0.607,0.354,,Market / Lease-up Risk,3250.0,0.04,0.13061654389766528,0.0687,40.9884,0.00481,2.8294,0.07168,39.4751
2022-06-30,OC-OFFI-334,Office,Fullerton,208772,1960,0.865,3.7784,2.637,2.724,0.0624,0.304,4.7,0.004,1.3371,0.33,,Market / Lease-up Risk,1500.0,0.04,0.13614295125679535,0.0624,60.5513,0.03637,3.9158,0.07241,54.0758
2022-06-30,OC-OFFI-338,Office,Anaheim,125762,1955,0.834,2.5405,3.066,2.974,0.0695,0.307,2.7,0.179,0.5165,0.165,,Market / Lease-up Risk,950.98,0.04,0.10962178369418815,0.0695,36.554,0.01362,2.5751,0.07191,35.8108
2022-06-30,OC-OFFI-34,Office,Irvine,236013,1971,0.792,4.4684,3.182,3.199,0.0748,0.341,2.3,0.01,2.0367,0.46,,Market / Lease-up Risk,1393.94,0.04,0.15973326547134994,0.0748,59.738,-0.02195,4.3703,0.07247,60.3041
2022-06-30,OC-OFFI-342,Office,Irvine,230302,1980,0.77,4.4292,3.499,3.624,0.0695,0.393,6.2,0.02,1.3799,0.733,,Market / Lease-up Risk,1393.94,0.04,0.11927221594044872,0.0695,63.7295,0.03219,4.5718,0.07195,63.5372
2022-06-30,OC-OFFI-346,Office,Newport Beach,192434,1973,0.93,4.8348,4.143,4.231,0.0612,0.428,6.1,0.583,1.3775,0.459,,Market / Lease-up Risk,5400.0,0.04,0.1470385457100317,0.0612,79.0,0.01449,4.9048,0.0722,67.9325
2022-06-30,OC-OFFI-350,Office,Orange,108576,1957,0.824,1.7775,2.895,2.999,0.0655,0.398,3.3,0.219,0.8095,0.119,,Market / Lease-up Risk,1148.15,0.04,0.11829921787676254,0.0655,27.1374,0.00985,1.795,0.0716,25.0693
2022-06-30,OC-OFFI-354,Office,Santa Ana,246690,1963,0.766,5.1079,3.74,3.84,0.0683,0.366,6.8,0.246,2.0305,0.274,,Market / Lease-up Risk,2296.3,0.04,0.1351791901617516,0.0683,74.7862,0.00684,5.1428,0.07198,71.4447
2022-06-30,OC-OFFI-358,Office,Costa Mesa,189148,1955,0.948,3.7752,2.773,2.79,0.0669,0.334,3.4,0.759,1.7769,0.166,,Market / Lease-up Risk,3250.0,0.04,0.12997826374483681,0.0669,56.4305,-0.00022,3.7744,0.07186,52.5242
2022-06-30,OC-OFFI-362,Office,Fullerton,151922,1955,0.768,2.1724,2.548,2.621,0.0733,0.359,5.9,0.151,0.5517,0.138,,Market / Lease-up Risk,1500.0,0.04,0.14832680732609602,0.0733,29.6371,0.02614,2.2292,0.07249,30.75
2022-06-30,OC-OFFI-366,Office,Anaheim,246526,1990,0.891,4.3419,2.505,2.541,0.0725,0.329,5.8,0.389,1.461,0.756,,Market / Lease-up Risk,950.98,0.04,0.14222001263804446,0.0725,59.8883,0.01657,4.4138,0.07265,60.7519
2022-06-30,OC-OFFI-370,Office,Irvine,126340,1955,0.871,2.35,3.051,3.152,0.0759,0.386,5.3,0.344,0.3147,0.012,,Market / Lease-up Risk,1393.94,0.04,0.10505161969889117,0.0759,30.9618,0.02009,2.3972,0.07192,33.333
2022-06-30,OC-OFFI-374,Office,Newport Beach,229378,1974,0.789,3.3685,2.669,2.689,0.0732,0.407,2.9,0.063,0.4425,0.598,,Market / Lease-up Risk,5400.0,0.04,0.11914060995442326,0.0732,46.0178,0.03645,3.4913,0.07218,48.3674
2022-06-30,OC-OFFI-378,Office,Orange,145808,1981,0.768,3.2812,3.675,3.815,0.0706,0.322,6.3,0.164,1.1376,0.697,,Market / Lease-up Risk,1148.15,0.04,0.12754755343543595,0.0706,46.4759,0.05012,3.4456,0.07141,48.2509
2022-06-30,OC-OFFI-38,Office,Newport Beach,144610,1994,0.942,3.1875,2.867,2.866,0.061,0.306,5.3,0.066,1.6892,0.78,,Market / Lease-up Risk,5400.0,0.04,0.15272358635145736,0.061,52.2541,0.02279,3.2601,0.07204,45.2523
2022-06-30,OC-OFFI-382,Office,Santa Ana,257930,1971,0.784,4.2322,3.296,3.17,0.0629,0.443,4.6,0.747,1.3988,0.367,,Market / Lease-up Risk,2296.3,0.04,0.14302101361719302,0.0629,67.2846,0.01532,4.297,0.07216,59.5475
2022-06-30,OC-OFFI-386,Office,Costa Mesa,218429,1970,0.803,4.3704,3.567,3.569,0.062,0.406,6.0,0.519,1.6654,0.551,,Market / Lease-up Risk,3250.0,0.04,0.1732059683955991,0.062,70.4903,0.00296,4.3833,0.07233,60.5986
2022-06-30,OC-OFFI-390,Office,Fullerton,208258,1969,0.782,3.1414,2.579,2.635,0.0674,0.364,6.1,0.757,1.2344,0.535,,Market / Lease-up Risk,1500.0,0.04,0.13259235692644927,0.0674,46.6083,0.00867,3.1686,0.07263,43.6255
2022-06-30,OC-OFFI-394,Office,Anaheim,238146,1977,0.868,5.7479,4.035,3.904,0.0646,0.414,6.4,0.451,2.5107,0.718,,Market / Lease-up Risk,950.98,0.04,0.12061732100018412,0.0646,88.9768,0.01629,5.8415,0.07122,82.0264
2022-06-30,OC-OFFI-398,Office,Irvine,232982,1967,0.844,3.8823,2.721,2.707,0.0685,0.383,2.8,0.434,1.5823,0.52,,Market / Lease-up Risk,1393.94,0.04,0.11967804671426678,0.0685,56.6759,-0.00417,3.8661,0.07208,53.6367
2022-06-30,OC-OFFI-42,Office,Orange,148963,1984,0.863,2.2077,2.39,2.333,0.0662,0.389,4.7,0.023,0.2033,0.581,,Market / Lease-up Risk,1148.15,0.04,0.13531630102021724,0.0662,33.3489,0.04713,2.3117,0.07268,31.8061
2022-06-30,OC-OFFI-46,Office,Santa Ana,181781,1993,0.764,2.3263,2.301,2.333,0.0634,0.381,5.6,0.262,0.8817,0.836,,Market / Lease-up Risk,2296.3,0.04,0.12223075760050625,0.0634,36.6924,0.03846,2.4158,0.07264,33.2549
2022-06-30,OC-OFFI-50,Office,Costa Mesa,253771,1969,0.929,4.7243,3.0,2.892,0.0719,0.432,3.4,0.061,2.1251,0.517,,Market / Lease-up Risk,3250.0,0.04,0.11399644495629534,0.0719,65.7065,0.02611,4.8476,0.07208,67.2501
2022-06-30,OC-OFFI-54,Office,Fullerton,252922,1959,0.823,2.931,1.915,1.947,0.0745,0.355,5.1,0.296,0.4565,0.314,,Market / Lease-up Risk,1500.0,0.04,0.13257841747116403,0.0745,39.3423,0.04566,3.0648,0.07249,42.2786
2022-06-30,OC-OFFI-58,Office,Anaheim,136219,1986,0.936,2.832,3.337,3.462,0.0716,0.434,5.5,0.596,1.3147,0.839,,Market / Lease-up Risk,950.98,0.04,0.13998329686013797,0.0716,39.5531,0.02461,2.9017,0.07226,40.1572
2022-06-30,OC-OFFI-62,Office,Irvine,95018,1987,0.913,1.8086,2.892,2.792,0.0713,0.387,4.9,0.282,0.3643,0.661,,Market / Lease-up Risk,1393.94,0.04,0.14218272379867236,0.0713,25.3661,0.01686,1.8391,0.07231,25.4349
2022-06-30,OC-OFFI-66,Office,Newport Beach,240473,1973,0.903,5.9476,3.332,3.436,0.0615,0.301,5.0,0.856,1.5036,0.52,,Market / Lease-up Risk,5400.0,0.04,0.15263275021254857,0.0615,96.7089,0.01428,6.0325,0.07228,83.4595
2022-06-30,OC-OFFI-70,Office,Orange,99119,1982,0.857,1.2179,1.867,1.844,0.0643,0.347,4.3,0.036,0.4721,0.728,,Market / Lease-up Risk,1148.15,0.04,0.15474437718539547,0.0643,18.9409,0.02219,1.2449,0.07199,17.2931
2022-06-30,OC-OFFI-74,Office,Santa Ana,239263,1986,0.819,4.5064,2.88,2.871,0.0616,0.321,5.7,0.209,2.3571,0.647,,Market / Lease-up Risk,2296.3,0.04,0.1424258132583876,0.0616,73.1558,0.00751,4.5402,0.07235,62.7546
2022-06-30,OC-OFFI-78,Office,Costa Mesa,145274,1966,0.81,2.8511,3.158,3.19,0.0625,0.327,5.3,0.503,0.5949,0.49,,Market / Lease-up Risk,3250.0,0.04,0.14722284713467323,0.0625,45.6176,0.00775,2.8732,0.07179,40.0234
2022-06-30,OC-OFFI-82,Office,Fullerton,179042,1964,0.87,2.9651,2.76,2.817,0.0713,0.395,6.8,0.014,1.125,0.332,,Market / Lease-up Risk,1500.0,0.04,0.11621118482931005,0.0713,41.5863,0.02321,3.0339,0.07291,41.6127
2022-06-30,OC-OFFI-86,Office,Anaheim,128830,1980,0.842,2.9501,3.416,3.519,0.0607,0.323,2.4,0.524,1.0328,0.693,,Market / Lease-up Risk,950.98,0.04,0.12359969750091404,0.0607,48.6013,0.01589,2.997,0.07265,41.2528
2022-06-30,OC-OFFI-90,Office,Irvine,189048,1999,0.776,2.7957,2.552,2.47,0.0746,0.365,6.6,0.469,0.9383,0.921,,Market / Lease-up Risk,1393.94,0.04,0.13470200985265315,0.0746,37.4759,0.00838,2.8191,0.07211,39.096
2022-06-30,OC-OFFI-94,Office,Newport Beach,187834,1970,0.883,3.4677,2.603,2.616,0.0622,0.317,3.2,0.431,1.6496,0.505,,Market / Lease-up Risk,5400.0,0.04,0.11880448953034461,0.0622,55.7508,-0.00418,3.4532,0.07178,48.1074
2022-06-30,OC-OFFI-98,Office,Orange,188512,1969,0.801,4.0144,3.549,3.621,0.0614,0.363,3.3,0.184,0.454,0.56,,Market / Lease-up Risk,1148.15,0.04,0.1323166190623485,0.0614,65.3811,0.04885,4.2105,0.07246,58.1051
2022-06-30,OC-RETA-04,Retail,Anaheim,128339,1975,0.91,2.7576,3.27,3.322,0.0669,0.386,5.1,0.243,0.5694,0.568,,Market / Lease-up Risk,950.98,0.04,0.07945062681922771,0.0669,41.2197,0.03337,2.8496,0.06564,43.4123
2022-06-30,OC-RETA-08,Retail,Irvine,76971,1983,0.918,1.5335,2.734,2.698,0.0687,0.325,4.6,0.08,0.2847,0.574,,Market / Lease-up Risk,1393.94,0.04,0.07810104078721877,0.0687,22.3217,0.01464,1.5559,0.0642,24.2346
2022-06-30,OC-RETA-100,Retail,Orange,109371,1995,0.889,1.9339,2.61,2.632,0.0633,0.352,5.9,0.15,1.0175,0.8,,Market / Lease-up Risk,1148.15,0.04,0.06435847879764414,0.0633,30.5513,0.01229,1.9577,0.06481,30.2075
2022-06-30,OC-RETA-104,Retail,Santa Ana,110132,1955,0.96,2.1223,3.167,3.05,0.0609,0.444,3.7,0.307,0.6133,0.14,,Market / Lease-up Risk,2296.3,0.04,0.04774808502428795,0.0609,34.8489,0.01915,2.163,0.06535,33.0955
2022-06-30,OC-RETA-108,Retail,Costa Mesa,47730,1966,0.93,0.6756,2.07,2.093,0.0592,0.355,5.9,0.293,0.166,0.455,,Market / Lease-up Risk,3250.0,0.04,0.06587714928597042,0.0592,11.4122,0.01358,0.6848,0.06525,10.4949
2022-06-30,OC-RETA-112,Retail,Fullerton,116383,1955,0.938,2.5954,3.305,3.313,0.0632,0.369,2.5,0.228,1.0683,0.066,,Market / Lease-up Risk,1500.0,0.04,0.07221275760835383,0.0632,41.0665,0.03229,2.6792,0.06502,41.2033
2022-06-30,OC-RETA-116,Retail,Anaheim,37887,1980,0.959,0.8367,3.226,3.101,0.067,0.393,4.1,0.098,0.2945,0.532,,Market / Lease-up Risk,950.98,0.04,0.07300099195664875,0.067,12.4881,-0.0061,0.8316,0.06606,12.5886
2022-06-30,OC-RETA-12,Retail,Newport Beach,62149,1984,0.943,1.0625,2.658,2.555,0.0659,0.42,3.5,0.792,0.389,0.724,,Market / Lease-up Risk,5400.0,0.04,0.06601376281951155,0.0659,16.1229,0.01655,1.0801,0.06435,16.7857
2022-06-30,OC-RETA-120,Retail,Irvine,141539,1977,0.95,2.8175,2.95,3.053,0.0591,0.396,5.2,0.368,0.9681,0.595,,Market / Lease-up Risk,1393.94,0.04,0.07220893364457943,0.0591,47.6734,0.0182,2.8688,0.06551,43.79
2022-06-30,OC-RETA-124,Retail,Newport Beach,40284,1982,0.958,0.8653,3.237,3.142,0.0596,0.411,5.3,0.18,0.501,0.698,,Market / Lease-up Risk,5400.0,0.04,0.0672227779358061,0.0596,14.5185,0.02938,0.8907,0.06478,13.751
2022-06-30,OC-RETA-128,Retail,Orange,60797,1971,0.902,1.4164,3.491,3.488,0.0667,0.351,3.3,0.055,0.6615,0.333,,Market / Lease-up Risk,1148.15,0.04,0.07248469797591538,0.0667,21.2354,0.00824,1.4281,0.06505,21.9546
2022-06-30,OC-RETA-132,Retail,Santa Ana,93144,1955,0.888,1.3368,2.457,2.425,0.063,0.423,4.4,0.145,0.6474,0.132,,Market / Lease-up Risk,2296.3,0.04,0.07469756449273231,0.063,21.219,0.05027,1.404,0.06494,21.62
2022-06-30,OC-RETA-136,Retail,Costa Mesa,53631,1970,0.92,1.3338,3.8,3.863,0.06,0.376,3.6,0.582,0.6901,0.479,,Market / Lease-up Risk,3250.0,0.04,0.057438495608213354,0.06,22.23,0.01385,1.3523,0.0658,20.5508
2022-06-30,OC-RETA-140,Retail,Fullerton,138702,1993,0.95,3.3097,3.091,3.121,0.0665,0.309,2.3,0.192,0.6943,0.924,,Market / Lease-up Risk,1500.0,0.04,0.04969608838995773,0.0665,49.7699,0.02137,3.3804,0.06498,52.0234
2022-06-30,OC-RETA-144,Retail,Anaheim,81234,1965,0.921,1.5758,2.666,2.607,0.0627,0.307,3.9,0.207,0.6926,0.464,,Market / Lease-up Risk,950.98,0.04,0.08089101612309055,0.0627,25.1324,0.02548,1.6159,0.06416,25.1874
2022-06-30,OC-RETA-148,Retail,Irvine,112728,1969,0.906,2.7935,4.18,4.341,0.0667,0.426,5.8,0.135,0.7929,0.301,,Market / Lease-up Risk,1393.94,0.04,0.05821715000207291,0.0667,41.8816,0.02374,2.8598,0.06453,44.3146
2022-06-30,OC-RETA-152,Retail,Newport Beach,149216,1980,0.945,3.8219,3.321,3.43,0.0596,0.306,2.6,0.024,0.5905,0.525,,Market / Lease-up Risk,5400.0,0.04,0.061525591725865095,0.0596,64.1258,0.02631,3.9225,0.06526,60.1084
2022-06-30,OC-RETA-156,Retail,Orange,61638,1968,0.911,1.369,3.535,3.565,0.0653,0.395,6.0,0.214,0.2487,0.348,,Market / Lease-up Risk,1148.15,0.04,0.06435525943320526,0.0653,20.9648,0.01697,1.3922,0.06551,21.2506
2022-06-30,OC-RETA-16,Retail,Orange,90068,1974,0.95,2.386,3.487,3.512,0.0639,0.32,5.2,0.048,0.3819,0.546,,Market / Lease-up Risk,1148.15,0.04,0.04862740154166806,0.0639,37.3396,-0.02878,2.3173,0.0656,35.3268
2022-06-30,OC-RETA-160,Retail,Santa Ana,150963,1976,0.951,2.8747,3.182,3.067,0.0623,0.448,4.7,0.015,0.3179,0.48,,Market / Lease-up Risk,2296.3,0.04,0.06493836178208806,0.0623,46.1429,0.05673,3.0378,0.06478,46.8957
2022-06-30,OC-RETA-164,Retail,Costa Mesa,108405,1963,0.91,1.9838,2.859,2.873,0.0626,0.383,3.2,0.087,0.2119,0.284,,Market / Lease-up Risk,3250.0,0.04,0.07246426231421958,0.0626,31.6901,0.01905,2.0216,0.06488,31.1572
2022-06-30,OC-RETA-168,Retail,Fullerton,143744,1958,0.943,2.3108,2.484,2.455,0.0685,0.398,2.6,0.273,0.986,0.291,,Market / Lease-up Risk,1500.0,0.04,0.04884251784085797,0.0685,33.7343,0.02898,2.3778,0.06471,36.7477
2022-06-30,OC-RETA-172,Retail,Anaheim,51611,1969,0.937,1.5578,4.119,4.237,0.0611,0.335,4.4,0.234,0.2538,0.561,,Market / Lease-up Risk,950.98,0.04,0.059481747460160474,0.0611,25.4959,0.03053,1.6054,0.06519,24.6261
2022-06-30,OC-RETA-176,Retail,Irvine,135633,1955,0.954,3.6975,4.116,3.975,0.0687,0.391,2.2,0.402,0.7728,0.211,,Market / Lease-up Risk,1393.94,0.04,0.056115349405070056,0.0687,53.821,0.0405,3.8472,0.06572,58.5437
2022-06-30,OC-RETA-180,Retail,Newport Beach,96757,1984,0.927,2.4581,4.11,4.267,0.0644,0.433,2.9,0.111,0.6936,0.72,,Market / Lease-up Risk,5400.0,0.04,0.06724602321086944,0.0644,38.1693,0.02008,2.5075,0.06578,38.1182
2022-06-30,OC-RETA-184,Retail,Orange,143932,1972,0.968,2.0214,2.235,2.262,0.0684,0.448,2.4,0.12,0.4606,0.611,,Market / Lease-up Risk,1148.15,0.04,0.0570488119667949,0.0684,29.5526,0.02609,2.0741,0.06537,31.7296
2022-06-30,OC-RETA-188,Retail,Santa Ana,63711,1972,0.924,1.3853,3.446,3.435,0.0629,0.401,2.7,0.403,0.3197,0.372,,Market / Lease-up Risk,2296.3,0.04,0.057407676259612093,0.0629,22.0238,0.02371,1.4181,0.0652,21.7502
2022-06-30,OC-RETA-192,Retail,Costa Mesa,141005,1955,0.956,3.4782,3.531,3.525,0.0648,0.359,5.5,0.219,0.4699,0.135,,Market / Lease-up Risk,3250.0,0.04,0.060810622959368704,0.0648,53.6759,0.04198,3.6242,0.06493,55.8169
2022-06-30,OC-RETA-196,Retail,Fullerton,93275,1964,0.91,2.2858,3.394,3.282,0.0674,0.304,2.4,0.53,0.5944,0.418,,Market / Lease-up Risk,1500.0,0.04,0.068560727358805,0.0674,33.9139,-0.00037,2.285,0.06545,34.9122
2022-06-30,OC-RETA-20,Retail,Santa Ana,30795,1956,0.914,0.3968,1.808,1.867,0.0629,0.316,6.0,0.165,0.1195,0.248,,Market / Lease-up Risk,2296.3,0.04,0.080836425098641,0.0629,6.3084,0.03487,0.4106,0.06469,6.3473
2022-06-30,OC-RETA-200,Retail,Anaheim,118576,1976,0.936,1.3857,1.749,1.728,0.0612,0.393,4.0,0.51,0.4731,0.514,,Market / Lease-up Risk,950.98,0.04,0.07911001615290779,0.0612,22.6422,0.02963,1.4268,0.06584,21.6709
2022-06-30,OC-RETA-204,Retail,Irvine,128040,1960,0.937,1.8053,2.056,1.978,0.0606,0.358,3.8,0.149,0.1532,0.305,,Market / Lease-up Risk,1393.94,0.04,0.04694943562769694,0.0606,29.7904,0.02145,1.844,0.06451,28.5834
2022-06-30,OC-RETA-208,Retail,Newport Beach,155160,1971,0.967,2.4738,2.274,2.351,0.0678,0.364,2.7,0.091,0.7957,0.395,,Market / Lease-up Risk,5400.0,0.04,0.07155066057481664,0.0678,36.4867,0.02262,2.5297,0.06558,38.5754
2022-06-30,OC-RETA-212,Retail,Orange,84124,1968,0.943,1.4244,2.665,2.669,0.067,0.409,5.9,0.413,0.7166,0.278,,Market / Lease-up Risk,1148.15,0.04,0.08104809464587566,0.067,21.2597,0.00788,1.4356,0.06515,22.0352
2022-06-30,OC-RETA-216,Retail,Santa Ana,126543,1969,0.956,1.5456,1.906,1.893,0.0656,0.43,2.1,0.101,0.1599,0.522,,Market / Lease-up Risk,2296.3,0.04,0.07590741532528303,0.0656,23.561,0.03752,1.6036,0.0654,24.5199
2022-06-30,OC-RETA-220,Retail,Costa Mesa,135080,1955,0.922,3.3466,3.518,3.438,0.0674,0.33,4.0,0.474,0.7847,0.128,,Market / Lease-up Risk,3250.0,0.04,0.07654408950070299,0.0674,49.6528,0.02424,3.4277,0.06424,53.3612
2022-06-30,OC-RETA-224,Retail,Fullerton,84415,1970,0.885,1.8926,3.44,3.374,0.0633,0.354,5.3,0.481,0.6949,0.331,,Market / Lease-up Risk,1500.0,0.04,0.06982560398807168,0.0633,29.8989,0.02077,1.9319,0.06528,29.5942
2022-06-30,OC-RETA-228,Retail,Anaheim,153380,1972,0.957,2.6097,2.717,2.651,0.0647,0.426,2.5,0.646,0.5083,0.458,,Market / Lease-up Risk,950.98,0.04,0.05424848782486846,0.0647,40.3354,0.03946,2.7127,0.06517,41.624
2022-06-30,OC-RETA-232,Retail,Irvine,47874,1996,0.89,1.0312,3.031,2.912,0.0593,0.321,5.0,0.004,0.5228,0.928,,Market / Lease-up Risk,1393.94,0.04,0.056912976602956994,0.0593,17.3895,0.05255,1.0854,0.06454,16.8162
2022-06-30,OC-RETA-236,Retail,Newport Beach,131985,1960,0.911,1.9663,2.067,2.096,0.064,0.306,3.3,0.062,0.3835,0.34,,Market / Lease-up Risk,5400.0,0.04,0.060459480443768344,0.064,30.7234,0.02664,2.0187,0.06499,31.0598
2022-06-30,OC-RETA-24,Retail,Costa Mesa,87345,1975,0.899,2.1848,3.905,4.002,0.0635,0.375,2.0,0.183,1.138,0.402,,Market / Lease-up Risk,3250.0,0.04,0.0865269906922779,0.0635,34.4063,0.03133,2.2532,0.0649,34.7212
2022-06-30,OC-RETA-240,Retail,Orange,135789,1968,0.887,2.2485,2.587,2.621,0.0674,0.367,3.2,0.036,1.0514,0.477,,Market / Lease-up Risk,1148.15,0.04,0.06698230119254081,0.0674,33.3605,0.04821,2.3569,0.06465,36.4573
2022-06-30,OC-RETA-244,Retail,Santa Ana,114361,1955,0.969,2.4171,2.749,2.69,0.0669,0.304,3.7,0.251,0.5897,0.117,,Market / Lease-up Risk,2296.3,0.04,0.061213856894822345,0.0669,36.13,0.01717,2.4586,0.06472,37.9883
2022-06-30,OC-RETA-248,Retail,Costa Mesa,131299,1999,0.913,2.9147,3.64,3.625,0.0596,0.432,2.5,0.328,0.9631,0.894,,Market / Lease-up Risk,3250.0,0.04,0.05809536990318273,0.0596,48.9044,0.02532,2.9885,0.06613,45.1939
2022-06-30,OC-RETA-252,Retail,Fullerton,156963,1978,0.951,2.5211,2.244,2.288,0.0667,0.36,3.5,0.406,0.5068,0.682,,Market / Lease-up Risk,1500.0,0.04,0.08008690661955009,0.0667,37.7976,0.01101,2.5488,0.06489,39.2818
2022-06-30,OC-RETA-256,Retail,Anaheim,44446,1988,0.97,0.9058,3.075,3.078,0.0619,0.419,6.0,0.087,0.2112,0.659,,Market / Lease-up Risk,950.98,0.04,0.041827530409702184,0.0619,14.6333,0.03261,0.9353,0.06555,14.2691
2022-06-30,OC-RETA-260,Retail,Irvine,67586,1969,0.912,0.7114,1.657,1.674,0.068,0.389,3.1,0.242,0.321,0.414,,Market / Lease-up Risk,1393.94,0.04,0.058544369424990146,0.068,10.4618,0.02768,0.7311,0.06467,11.3055
2022-06-30,OC-RETA-264,Retail,Newport Beach,51835,1967,0.95,1.2422,3.604,3.648,0.0601,0.386,3.4,0.168,0.6275,0.375,,Market / Lease-up Risk,5400.0,0.04,0.06922039053170019,0.0601,20.6689,0.03728,1.2885,0.0649,19.8536
2022-06-30,OC-RETA-268,Retail,Orange,48527,1961,0.898,0.9355,3.381,3.374,0.0665,0.443,5.8,0.584,0.35,0.353,,Market / Lease-up Risk,1148.15,0.04,0.060836353165896986,0.0665,14.0677,0.05458,0.9866,0.0644,15.3188
